0,1080,PT08.S1(CO)
1,1044,PT08.S1(CO)
2,988,PT08.S1(CO)
3,889,PT08.S1(CO)
4,831,PT08.S1(CO)
5,847,PT08.S1(CO)
6,927,PT08.S1(CO)
7,1091,PT08.S1(CO)
8,1587,PT08.S1(CO)
9,1545,PT08.S1(CO)
10,1350,PT08.S1(CO)
11,1263,PT08.S1(CO)
12,1206,PT08.S1(CO)
13,1252,PT08.S1(CO)
14,1287,PT08.S1(CO)
15,1353,PT08.S1(CO)
16,1309,PT08.S1(CO)
17,1274,PT08.S1(CO)
18,1510,PT08.S1(CO)
19,1525,PT08.S1(CO)
20,1843,PT08.S1(CO)
21,1598,PT08.S1(CO)
22,1484,PT08.S1(CO)
23,1677,PT08.S1(CO)
0,872,PT08.S2(NMHC)
1,853,PT08.S2(NMHC)
2,855,PT08.S2(NMHC)
3,734,PT08.S2(NMHC)
4,711,PT08.S2(NMHC)
5,703,PT08.S2(NMHC)
6,830,PT08.S2(NMHC)
7,966,PT08.S2(NMHC)
8,1451,PT08.S2(NMHC)
9,1701,PT08.S2(NMHC)
10,1470,PT08.S2(NMHC)
11,1300,PT08.S2(NMHC)
12,1120,PT08.S2(NMHC)
13,1146,PT08.S2(NMHC)
14,1162,PT08.S2(NMHC)
15,1053,PT08.S2(NMHC)
16,1033,PT08.S2(NMHC)
17,1141,PT08.S2(NMHC)
18,1601,PT08.S2(NMHC)
19,1754,PT08.S2(NMHC)
20,1573,PT08.S2(NMHC)
21,1294,PT08.S2(NMHC)
22,1159,PT08.S2(NMHC)
23,852,PT08.S2(NMHC)
0,1254,PT08.S3(NOx)
1,1247,PT08.S3(NOx)
2,1396,PT08.S3(NOx)
3,1680,PT08.S3(NOx)
4,1893,PT08.S3(NOx)
5,1895,PT08.S3(NOx)
6,1685,PT08.S3(NOx)
7,1387,PT08.S3(NOx)
8,897,PT08.S3(NOx)
9,767,PT08.S3(NOx)
10,912,PT08.S3(NOx)
11,969,PT08.S3(NOx)
12,1035,PT08.S3(NOx)
13,1008,PT08.S3(NOx)
14,949,PT08.S3(NOx)
15,922,PT08.S3(NOx)
16,954,PT08.S3(NOx)
17,1006,PT08.S3(NOx)
18,812,PT08.S3(NOx)
19,821,PT08.S3(NOx)
20,624,PT08.S3(NOx)
21,752,PT08.S3(NOx)
22,839,PT08.S3(NOx)
23,741,PT08.S3(NOx)
0,1375,PT08.S4(NO2)
1,1378,PT08.S4(NO2)
2,1304,PT08.S4(NO2)
3,1187,PT08.S4(NO2)
4,1134,PT08.S4(NO2)
5,1155,PT08.S4(NO2)
6,1223,PT08.S4(NO2)
7,1361,PT08.S4(NO2)
8,1900,PT08.S4(NO2)
9,2058,PT08.S4(NO2)
10,1712,PT08.S4(NO2)
11,1598,PT08.S4(NO2)
12,1537,PT08.S4(NO2)
13,1593,PT08.S4(NO2)
14,1660,PT08.S4(NO2)
15,1740,PT08.S4(NO2)
16,1657,PT08.S4(NO2)
17,1610,PT08.S4(NO2)
18,1910,PT08.S4(NO2)
19,1847,PT08.S4(NO2)
20,2390,PT08.S4(NO2)
21,1941,PT08.S4(NO2)
22,1723,PT08.S4(NO2)
23,2062,PT08.S4(NO2)
0,816,PT08.S5(O3)
1,832,PT08.S5(O3)
2,692,PT08.S5(O3)
3,512,PT08.S5(O3)
4,384,PT08.S5(O3)
5,394,PT08.S5(O3)
6,487,PT08.S5(O3)
7,748,PT08.S5(O3)
8,1400,PT08.S5(O3)
9,1588,PT08.S5(O3)
10,1237,PT08.S5(O3)
11,1167,PT08.S5(O3)
12,959,PT08.S5(O3)
13,983,PT08.S5(O3)
14,1061,PT08.S5(O3)
15,1139,PT08.S5(O3)
16,1112,PT08.S5(O3)
17,994,PT08.S5(O3)
18,1410,PT08.S5(O3)
19,1448,PT08.S5(O3)
20,1887,PT08.S5(O3)
21,1627,PT08.S5(O3)
22,1491,PT08.S5(O3)
23,1657,PT08.S5(O3)
