userName,fileId,conditionId,changeMagnitude,changeType,userResult,totalTime
A1GCPUVJUJ27HT,0,4,2,pos,8,8.37
A1GCPUVJUJ27HT,27,1,1,num,6,23.493
A1GCPUVJUJ27HT,12,4,0,pos,8,15.807
A1GCPUVJUJ27HT,21,1,2,num,6,11.513
A1GCPUVJUJ27HT,29,3,1,num,8,20.871
A1GCPUVJUJ27HT,15,1,0,pos,7,14.24
A1GCPUVJUJ27HT,60,-1,2,center position,6,10.457
A1GCPUVJUJ27HT,34,2,0,num,7,14.965
A1GCPUVJUJ27HT,1,5,2,pos,8,12.409
A1GCPUVJUJ27HT,20,0,2,num,7,13.324
A1GCPUVJUJ27HT,7,5,1,pos,8,11.71
A1GCPUVJUJ27HT,5,3,2,pos,8,10.212
A1GCPUVJUJ27HT,10,2,1,pos,7,9.125
A1GCPUVJUJ27HT,13,5,0,pos,7,12.673
A1GCPUVJUJ27HT,14,0,0,pos,6,21.828
A1GCPUVJUJ27HT,32,-1,2,shape,6,8.724
A1GCPUVJUJ27HT,22,2,2,num,4,9.739
A1GCPUVJUJ27HT,62,-1,2,center position,6,12.469
A1GCPUVJUJ27HT,23,3,2,num,6,20.293
A1GCPUVJUJ27HT,17,3,0,pos,7,19.94
A1GCPUVJUJ27HT,8,0,1,pos,8,56.618
A1GCPUVJUJ27HT,35,3,0,num,7,12.42
A1GCPUVJUJ27HT,3,1,2,pos,8,15.461
A1GCPUVJUJ27HT,33,1,0,num,6,12.76
A1GCPUVJUJ27HT,9,1,1,pos,8,8.804
A1GCPUVJUJ27HT,4,2,2,pos,7,7.083
A1GCPUVJUJ27HT,3,-1,2,point number,6,10.179
A1GCPUVJUJ27HT,6,4,1,pos,8,8.067
A1GCPUVJUJ27HT,28,2,1,num,6,12.866
A1GCPUVJUJ27HT,18,4,2,num,8,14.041
A1GCPUVJUJ27HT,11,3,1,pos,7,14.42
A1GCPUVJUJ27HT,30,4,0,num,7,19.24
A1GCPUVJUJ27HT,19,5,2,num,7,10.242
A1GCPUVJUJ27HT,25,5,1,num,8,7.098
A1GCPUVJUJ27HT,31,5,0,num,8,18.961
A1GCPUVJUJ27HT,32,0,0,num,7,11.406
A1GCPUVJUJ27HT,16,2,0,pos,8,13.388
A1GCPUVJUJ27HT,2,0,2,pos,8,16.86
A1GCPUVJUJ27HT,26,0,1,num,8,16.152
A1GCPUVJUJ27HT,24,4,1,num,8,12.14
