userName,fileId,conditionId,changeMagnitude,changeType,userResult,totalTime
A2A07J1P6YEW6Z,0,2,2,pos,10,14.31
A2A07J1P6YEW6Z,27,5,1,num,8,6.692
A2A07J1P6YEW6Z,12,2,0,pos,9,20.455
A2A07J1P6YEW6Z,21,5,2,num,8,14.174
A2A07J1P6YEW6Z,29,1,1,num,8,13.931
A2A07J1P6YEW6Z,15,5,0,pos,8,9.663
A2A07J1P6YEW6Z,60,-1,2,center position,6,8.673
A2A07J1P6YEW6Z,34,0,0,num,7,11.672
A2A07J1P6YEW6Z,1,3,2,pos,8,11.627
A2A07J1P6YEW6Z,20,4,2,num,8,23.833
A2A07J1P6YEW6Z,7,3,1,pos,7,9.854
A2A07J1P6YEW6Z,5,1,2,pos,8,7.439
A2A07J1P6YEW6Z,10,0,1,pos,8,11.909
A2A07J1P6YEW6Z,13,3,0,pos,7,17.025
A2A07J1P6YEW6Z,14,4,0,pos,7,9.92
A2A07J1P6YEW6Z,32,-1,2,shape,6,6.568
A2A07J1P6YEW6Z,22,0,2,num,8,50.65
A2A07J1P6YEW6Z,62,-1,2,center position,5,13.118
A2A07J1P6YEW6Z,23,1,2,num,7,14.784
A2A07J1P6YEW6Z,17,1,0,pos,7,19.15
A2A07J1P6YEW6Z,8,4,1,pos,8,30.59
A2A07J1P6YEW6Z,35,1,0,num,7,11.15
A2A07J1P6YEW6Z,3,5,2,pos,8,6.999
A2A07J1P6YEW6Z,33,5,0,num,7,7.555
A2A07J1P6YEW6Z,9,5,1,pos,8,8.744
A2A07J1P6YEW6Z,4,0,2,pos,8,6.432
A2A07J1P6YEW6Z,3,-1,2,point number,6,9.846
A2A07J1P6YEW6Z,6,2,1,pos,12,20.806
A2A07J1P6YEW6Z,28,0,1,num,8,25.563
A2A07J1P6YEW6Z,18,2,2,num,10,12.069
A2A07J1P6YEW6Z,11,1,1,pos,8,15.31
A2A07J1P6YEW6Z,30,2,0,num,8,12.087
A2A07J1P6YEW6Z,19,3,2,num,8,6.129
A2A07J1P6YEW6Z,25,3,1,num,8,10.466
A2A07J1P6YEW6Z,31,3,0,num,8,11.271
A2A07J1P6YEW6Z,32,4,0,num,8,8.924
A2A07J1P6YEW6Z,16,0,0,pos,8,36.32
A2A07J1P6YEW6Z,2,4,2,pos,8,17.198
A2A07J1P6YEW6Z,26,4,1,num,8,25.414
A2A07J1P6YEW6Z,24,2,1,num,9,12.781
