userName,fileId,conditionId,changeMagnitude,changeType,userResult,totalTime
A23HBDM16AW8O3,0,3,2,pos,8,4.561
A23HBDM16AW8O3,27,0,1,num,7,9.35
A23HBDM16AW8O3,12,3,0,pos,7,7.088
A23HBDM16AW8O3,21,0,2,num,6,6.319
A23HBDM16AW8O3,29,2,1,num,6,3.939
A23HBDM16AW8O3,15,0,0,pos,6,6.731
A23HBDM16AW8O3,60,-1,2,center position,6,4.826
A23HBDM16AW8O3,34,1,0,num,8,6.34
A23HBDM16AW8O3,1,4,2,pos,9,8.864
A23HBDM16AW8O3,20,5,2,num,8,7.325
A23HBDM16AW8O3,7,4,1,pos,7,7.535
A23HBDM16AW8O3,5,2,2,pos,7,22.315
A23HBDM16AW8O3,10,1,1,pos,7,10.764
A23HBDM16AW8O3,13,4,0,pos,7,9.701
A23HBDM16AW8O3,14,5,0,pos,8,8.953
A23HBDM16AW8O3,32,-1,2,shape,6,4.338
A23HBDM16AW8O3,22,1,2,num,7,8.787
A23HBDM16AW8O3,62,-1,2,center position,6,4.474
A23HBDM16AW8O3,23,2,2,num,7,7.28
A23HBDM16AW8O3,17,2,0,pos,6,12.605
A23HBDM16AW8O3,8,5,1,pos,6,6.745
A23HBDM16AW8O3,35,2,0,num,6,7.024
A23HBDM16AW8O3,3,0,2,pos,7,6.317
A23HBDM16AW8O3,33,0,0,num,6,15.795
A23HBDM16AW8O3,9,0,1,pos,8,5.437
A23HBDM16AW8O3,4,1,2,pos,8,5.584
A23HBDM16AW8O3,3,-1,2,point number,7,8.169
A23HBDM16AW8O3,6,3,1,pos,8,5.018
A23HBDM16AW8O3,28,1,1,num,8,8.155
A23HBDM16AW8O3,18,3,2,num,8,6.962
A23HBDM16AW8O3,11,2,1,pos,7,10.78
A23HBDM16AW8O3,30,3,0,num,7,5.627
A23HBDM16AW8O3,19,4,2,num,8,6.355
A23HBDM16AW8O3,25,4,1,num,8,8.962
A23HBDM16AW8O3,31,4,0,num,9,13.861
A23HBDM16AW8O3,32,5,0,num,8,6.029
A23HBDM16AW8O3,16,1,0,pos,7,7.195
A23HBDM16AW8O3,2,5,2,pos,8,5.817
A23HBDM16AW8O3,26,5,1,num,8,7.074
A23HBDM16AW8O3,24,3,1,num,8,6.169
